id,submit_time,location,men,women,1_14,15_24,25_49,50_64,65+,education,farm,income,message1946,message1964,message1981,message2012,trans1946,trans1964,trans1981,trans2012,insurance,experience,flood_times,guilty_times,exp_location,hazard_least,farm_lost,house_lost,furniture_lost,assets_lost,1904,1946,1964,1981,2012,levee,report,maner
477,2018/3/20 8:32,吴忠市 > 利通区,2,1,,1,2,,,大专,非农,"20,000~50,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,尚无,自行车; 摩托车; 汽车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,7,7,7
476,2018/3/20 8:31,吴忠市 > 利通区,2,1,,1,2,,,本科及以上,非农,"10,000~20,000元",尚无,尚无,固定电话; 移动电话,互联网,尚无,尚无,尚无,尚无,有,尚无,,,,,,,,,毫无了解,毫无了解,有所耳闻,书面记载,书面记载,9,6,6
475,2018/3/20 8:31,吴忠市 > 利通区,3,3,1,4,1,,,本科及以上,非农,"20,000~50,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,自行车,自行车; 摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,8,8,8
474,2018/3/20 8:28,吴忠市 > 利通区,2,1,1,,2,,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
473,2018/3/20 8:28,吴忠市 > 利通区,2,2,,2,2,,,本科及以上,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车; 汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,书面记载,8,8,9
472,2018/3/20 8:27,吴忠市 > 利通区,2,2,1,1,2,,,本科及以上,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话,自行车,摩托车,摩托车,汽车,无,尚无,,,,,,,,,书面记载,毫无了解,毫无了解,书面记载,有所耳闻,5,6,7
471,2018/3/20 8:27,吴忠市 > 利通区,2,3,3,,2,,,高中或中专,非农,"20,000~50,000元",固定电话,固定电话,移动电话,互联网,自行车,摩托车,摩托车,汽车,无,尚无,,,,,,,,,有所耳闻,书面记载,有所耳闻,毫无了解,毫无了解,5,8,10
470,2018/3/20 8:26,吴忠市 > 利通区,2,2,1,1,2,,,高中或中专,非农,"20,000~50,000元",固定电话,固定电话,移动电话,互联网,自行车,摩托车,摩托车,汽车,无,尚无,,,,,,,,,有所耳闻,书面记载,有所耳闻,毫无了解,毫无了解,5,8,10
469,2018/3/20 8:24,吴忠市 > 利通区,1,2,,1,2,,,高中或中专,非农,"＞50,000元",尚无,尚无,尚无,互联网,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,5,5,5
468,2018/3/20 8:22,吴忠市 > 利通区,3,1,,,2,2,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,自行车; 摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,,,
467,2018/3/20 8:22,吴忠市 > 利通区,2,3,2,1,2,,,高中或中专,非农,"10,000~20,000元",固定电话,固定电话,固定电话; 移动电话,移动电话; 互联网,自行车,摩托车,汽车,汽车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
466,2018/3/20 8:21,吴忠市 > 利通区,3,1,1,1,2,,,高中或中专,务农,"10,000~20,000元",尚无,尚无,尚无,移动电话; 互联网; 固定电话,尚无,自行车,自行车,自行车; 摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,8,9,7
465,2018/3/20 8:21,吴忠市 > 利通区,1,1,,1,1,,,本科及以上,非农,"20,000~50,000元",尚无,尚无,固定电话,移动电话,自行车,自行车,自行车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,5,5,8
464,2018/3/20 8:19,吴忠市 > 利通区,2,2,2,,2,,,本科及以上,务农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,自行车; 摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,4,5
463,2018/3/20 8:18,吴忠市 > 利通区,2,1,1,,2,,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,固定电话; 移动电话,尚无,尚无,尚无,汽车,,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,8,7
462,2018/3/20 8:18,吴忠市 > 利通区,2,3,1,1,2,,1,高中或中专,务农,"10,000~20,000元",尚无,尚无,尚无,移动电话,自行车,自行车,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,8,7,8
461,2018/3/20 8:17,吴忠市 > 利通区,1,2,,1,2,,,大专,非农,"10,000~20,000元",尚无,尚无,固定电话,固定电话; 互联网; 移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,10,10
460,2018/3/20 8:16,吴忠市 > 利通区,1,2,,1,1,1,,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,书面记载,10,10,10
459,2018/3/20 8:15,吴忠市 > 利通区,2,2,1,1,2,,,本科及以上,非农,"10,000~20,000元",固定电话,固定电话,固定电话; 移动电话,移动电话; 互联网,自行车,自行车,摩托车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,8,8,8
458,2018/3/20 8:14,吴忠市 > 利通区,2,3,2,1,2,,,本科及以上,非农,"20,000~50,000元",尚无,固定电话,移动电话,互联网,自行车,自行车,摩托车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,7,6,8
457,2018/3/20 8:13,吴忠市 > 利通区,1,3,2,,2,,,大专,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,6,6
456,2018/3/20 8:12,吴忠市 > 利通区,2,2,1,1,2,,,本科及以上,非农,"10,000~20,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,尚无,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,7,8,8
455,2018/3/20 8:10,吴忠市 > 利通区,1,2,,1,,2,,本科及以上,非农,"10,000~20,000元",尚无,尚无,固定电话,移动电话; 互联网,尚无,尚无,摩托车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,6,9
454,2018/3/19 21:15,石嘴山市 > 平罗县,2,2,,,2,2,,大专,务农,"20,000~50,000元",尚无,尚无,固定电话,固定电话; 移动电话; 互联网,尚无,尚无,尚无,自行车; 摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,,,
453,2018/3/19 21:13,石嘴山市 > 平罗县,1,0,,,,1,,初中,非农,"10,000~20,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,摩托车,尚无,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,,,
452,2018/3/19 21:13,石嘴山市,1,1,,,2,,,初中,务农,"10,000~20,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,8,8,10
451,2018/3/19 21:12,石嘴山市 > 平罗县,1,1,,,,2,,初中,务农,"10,000~20,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,有所耳闻,8,8,9
450,2018/3/19 21:10,石嘴山市 > 平罗县,3,3,,,2,4,,高中或中专,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,尚无,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,5,5
449,2018/3/19 21:09,石嘴山市 > 平罗县,1,1,,,,2,,初中,务农,"10,000~20,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,5,5,5
448,2018/3/19 21:08,石嘴山市 > 平罗县,3,2,1,,2,2,,高中或中专,非农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,汽车,有,尚无,,,,,,,,,有所耳闻,有所耳闻,有所耳闻,有所耳闻,有所耳闻,,,
447,2018/3/19 21:06,石嘴山市 > 平罗县,2,2,1,,3,,,大专,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,7,6,5
446,2018/3/19 21:04,石嘴山市 > 平罗县,2,4,2,1,2,,1,本科及以上,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,无,洪灾,2次 > 请分别填写受灾年份，记不清则留空: 2012,,石嘴山市 > 平罗县,0,20,,,4,毫无了解,毫无了解,毫无了解,有所耳闻; 周遭经历; 亲身经历,有所耳闻; 周遭经历; 亲身经历,6,5,8
445,2018/3/19 21:01,石嘴山市 > 平罗县,1,1,,,2,,,初中,非农,"＞50,000元",尚无,尚无,尚无,固定电话; 移动电话,尚无,尚无,尚无,汽车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,,,
444,2018/3/19 20:59,石嘴山市 > 平罗县,1,1,,1,,,1,本科及以上,非农,"10,000~20,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,尚无,尚无,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,5,6,7
443,2018/3/19 20:58,石嘴山市 > 平罗县,2,1,,,1,2,,大专,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,周遭经历,,,
442,2018/3/19 19:07,中卫市 > 中宁县,2,1,,1,2,,,大专,务农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车; 汽车,有,洪灾,1次 > 请填写受灾年份，记不清则留空: 2011,,中卫市 > 中宁县,,7,,,5,毫无了解,毫无了解,毫无了解,毫无了解,亲身经历,10,7,8
441,2018/3/19 19:04,中卫市 > 中宁县,2,2,,1,2,,1,高中或中专,务农,"5,000~10,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,自行车,自行车; 摩托车; 汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,6,8
440,2018/3/18 20:15,中卫市 > 中宁县,2,4,,,4,2,,大专,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,自行车; 摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,周遭经历,毫无了解,8,7,8
439,2018/3/18 20:15,石嘴山市 > 平罗县,2,2,,,2,2,,高中或中专,务农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
438,2018/3/18 20:13,石嘴山市 > 平罗县,2,2,,1,2,1,,初中,非农,"10,000~20,000元",尚无,尚无,尚无,尚无,尚无,尚无,尚无,尚无,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,8,8,9
437,2018/3/18 20:11,石嘴山市 > 平罗县,2,1,,1,2,,,高中或中专,非农,"5,000~10,000元",尚无,尚无,尚无,固定电话; 互联网; 移动电话,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,8,5,6
436,2018/3/18 20:10,石嘴山市 > 平罗县,2,2,,,2,2,,本科及以上,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,5,5
435,2018/3/18 20:08,石嘴山市 > 平罗县,3,1,1,1,1,1,,高中或中专,非农,"＞50,000元",尚无,尚无,尚无,移动电话; 固定电话,尚无,尚无,自行车,自行车; 摩托车,有,洪灾,2次 > 请分别填写受灾年份，记不清则留空: 2006、2012,,石嘴山市 > 平罗县,,15,,,5,毫无了解,毫无了解,毫无了解,周遭经历; 亲身经历,周遭经历; 亲身经历,10,10,10
434,2018/3/18 20:07,中卫市 > 中宁县,3,2,1,,2,1,1,本科及以上,务农,"10,000~20,000元",尚无,尚无,尚无,固定电话,尚无,尚无,自行车,自行车; 摩托车,有,洪灾,1次 > 请填写受灾年份，记不清则留空: x,,中卫市 > 中宁县,,1,,,3,毫无了解,毫无了解,毫无了解,亲身经历,毫无了解,8,7,9
433,2018/3/18 20:05,中卫市 > 中宁县,2,1,,,1,2,,初中,务农,"10,000~20,000元",尚无,尚无,尚无,固定电话; 移动电话,尚无,尚无,自行车,自行车; 摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,7,8,8
432,2018/3/18 20:05,石嘴山市 > 平罗县,1,1,,,,2,,小学,务农,"5,000~10,000元",尚无,尚无,固定电话,固定电话,尚无,尚无,自行车,自行车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻,10,5,6
431,2018/3/18 20:04,石嘴山市 > 平罗县,1,1,,,2,,,初中,务农,"5,000~10,000元",尚无,尚无,固定电话,移动电话,尚无,自行车,尚无,自行车; 摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,8,8,8
430,2018/3/18 20:03,中卫市 > 中宁县,2,3,,3,2,,,本科及以上,务农,"20,000~50,000元",尚无,尚无,尚无,固定电话; 移动电话,尚无,尚无,自行车,自行车; 摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,有所耳闻,7,8,8
429,2018/3/18 20:02,石嘴山市 > 平罗县,4,2,1,1,2,1,1,高中或中专,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,6,1
428,2018/3/18 20:01,中卫市 > 中宁县,3,3,2,,2,2,,初中,务农,"10,000~20,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,自行车,自行车; 摩托车; 汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,周遭经历,7,8,9
427,2018/3/18 20:01,石嘴山市 > 平罗县,1,,,,1,,,初中,非农,"10,000~20,000元",尚无,尚无,尚无,尚无,尚无,尚无,尚无,尚无,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
426,2018/3/18 20:00,石嘴山市 > 平罗县,2,1,,1,2,,,本科及以上,非农,,尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,尚无,汽车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
425,2018/3/18 19:59,中卫市 > 中宁县,1,2,,,,2,1,初中,务农,"10,000~20,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,毫无了解,8,6,8
424,2018/3/18 19:59,石嘴山市 > 平罗县,2,1,,,1,2,,大专,非农,"＞50,000元",尚无,尚无,尚无,互联网,尚无,尚无,摩托车,尚无,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,周遭经历,毫无了解,10,10,10
423,2018/3/18 19:58,中卫市 > 中宁县,1,1,,,,,2,小学以下,务农,"＜5,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,有所耳闻; 周遭经历,有所耳闻,毫无了解,8,8,5
422,2018/3/18 19:57,石嘴山市 > 平罗县,2,1,1,,2,,,初中,非农,,尚无,尚无,尚无,移动电话,尚无,尚无,尚无,汽车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,5,5
421,2018/3/18 19:56,中卫市 > 中宁县,1,1,,,,1,1,初中,务农,"5,000~10,000元",尚无,尚无,固定电话,移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻; 周遭经历,毫无了解,10,8,8
420,2018/3/18 19:55,石嘴山市 > 平罗县,2,3,1,,2,,2,初中,非农,"5,000~10,000元",尚无,尚无,尚无,互联网; 移动电话,尚无,尚无,尚无,尚无,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,,,
419,2018/3/18 19:54,中卫市 > 中宁县,2,1,,,1,2,,大专,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,自行车; 摩托车,,涝灾,,1次 > 请填写受灾年份，记不清则留空: 2016,中卫市 > 中宁县,,4,,,,毫无了解,毫无了解,毫无了解,周遭经历,毫无了解,8,7,8
418,2018/3/18 19:53,石嘴山市 > 平罗县,2,1,,,1,1,1,本科及以上,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,尚无,有,尚无,,,,,,,,,有所耳闻,毫无了解,毫无了解,毫无了解,有所耳闻,7,,
417,2018/3/18 19:50,石嘴山市 > 平罗县,1,1,,,,2,,小学,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
416,2018/3/18 19:48,石嘴山市 > 平罗县,1,3,,2,2,,,本科及以上,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,自行车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,,,
415,2018/3/18 19:47,中卫市 > 中宁县,2,2,,,2,2,,初中,务农,"10,000~20,000元",尚无,尚无,尚无,移动电话; 固定电话,尚无,尚无,自行车,自行车; 摩托车,有,洪灾,1次 > 请填写受灾年份，记不清则留空: 2012,,中卫市 > 中宁县,0,40,,,5,毫无了解,毫无了解,有所耳闻,周遭经历,亲身经历,9,8,8
414,2018/3/18 19:47,石嘴山市 > 平罗县,2,1,,1,2,,,大专,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,尚无,摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
413,2018/3/18 19:45,石嘴山市 > 平罗县,1,1,,,,2,,小学,务农,"10,000~20,000元",尚无,尚无,尚无,尚无,尚无,尚无,自行车,尚无,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,5,5
412,2018/3/18 19:44,石嘴山市 > 平罗县,2,2,,2,,2,,初中,非农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,自行车,自行车,自行车; 摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,5,5
411,2018/3/18 19:43,石嘴山市 > 平罗县,1,1,,,,2,,高中或中专,非农,"20,000~50,000元",尚无,尚无,尚无,互联网,尚无,尚无,尚无,尚无,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,5,5
410,2018/3/18 19:42,中卫市 > 中宁县,2,1,,1,2,,,大专,务农,,尚无,尚无,尚无,移动电话,尚无,尚无,尚无,尚无,,洪灾; 涝灾,1次 > 请填写受灾年份，记不清则留空: 2012,1次 > 请填写受灾年份，记不清则留空: 2012,中卫市 > 中宁县,,15,,,,毫无了解,毫无了解,毫无了解,毫无了解,周遭经历; 亲身经历,7,8,6
409,2018/3/18 19:41,石嘴山市 > 平罗县,7,6,,5,5,1,2,大专,务农,"＞50,000元",尚无,尚无,固定电话,移动电话,尚无,尚无,自行车,尚无,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,毫无了解,8,8,8
408,2018/3/18 19:39,石嘴山市 > 平罗县,1,1,,,2,,,大专,非农,"20,000~50,000元",尚无,尚无,尚无,移动电话; 互联网; 固定电话,尚无,尚无,尚无,自行车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,,,
407,2018/3/18 19:38,中卫市 > 中宁县,1,2,,1,,,2,初中,务农,"＜5,000元",尚无,尚无,尚无,尚无,尚无,尚无,尚无,尚无,无,洪灾,4~6次 > 请选择受灾最严重的一次记录年份: 1985 2017 x x x,,中卫市 > 中宁县,6,6,5,5,5,有所耳闻,毫无了解,亲身经历,亲身经历,亲身经历,6,6,6
406,2018/3/18 19:36,石嘴山市 > 平罗县,2,2,2,,2,,,高中或中专,务农,"＞50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车; 汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,,,
405,2018/3/18 19:35,石嘴山市 > 平罗县,1,1,,,2,,,高中或中专,务农,"20,000~50,000元",尚无,尚无,固定电话,移动电话,尚无,尚无,自行车,摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,,,
404,2018/3/18 19:33,石嘴山市 > 平罗县,2,2,,1,1,2,,大专,务农,"＞50,000元",尚无,尚无,固定电话,移动电话,尚无,尚无,自行车,摩托车,无,,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,9,7,9
403,2018/3/18 19:31,中卫市 > 中宁县,2,2,,1,1,2,,初中,务农,"20,000~50,000元",尚无,尚无,固定电话,互联网; 移动电话,尚无,自行车,摩托车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,有所耳闻,有所耳闻,毫无了解,10,10,10
402,2018/3/18 19:31,石嘴山市 > 平罗县,2,1,,1,2,,,,非农,"＞50,000元",尚无,尚无,固定电话,固定电话; 移动电话,尚无,尚无,自行车,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,5,5,5
401,2018/3/18 19:29,石嘴山市 > 平罗县,2,2,1,1,2,,,初中,务农,"10,000~20,000元",尚无,尚无,尚无,移动电话; 固定电话; 互联网,尚无,尚无,自行车,尚无,有,洪灾,1次 > 请填写受灾年份，记不清则留空: 1986,,石嘴山市 > 平罗县,28,28,4,4,4,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,7,6,5
400,2018/3/18 19:29,中卫市 > 中宁县,2,2,,,2,2,,本科及以上,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车; 摩托车,汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,6,3,5
399,2018/3/18 19:27,中卫市 > 中宁县,3,2,1,,4,,,高中或中专,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,洪灾,2次 > 请分别填写受灾年份，记不清则留空: x x,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,亲身经历,8,8,8
398,2018/3/18 19:25,石嘴山市 > 平罗县,2,1,,,1,2,,大专,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,尚无,摩托车,无,洪灾,1次 > 请填写受灾年份，记不清则留空: X,,石嘴山市 > 平罗县,,2,,,1,毫无了解,毫无了解,毫无了解,周遭经历,周遭经历,7,6,6
397,2018/3/18 19:23,中卫市 > 中宁县,3,2,1,1,1,2,,高中或中专,务农,"＞50,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,自行车,自行车; 摩托车; 汽车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
396,2018/3/18 19:22,石嘴山市 > 平罗县,4,3,1,1,3,1,1,,非农,"＞50,000元",尚无,尚无,固定电话,移动电话; 固定电话; 互联网,尚无,尚无,尚无,汽车,无,洪灾; 涝灾,1次 > 请填写受灾年份，记不清则留空: 1962,1次 > 请填写受灾年份，记不清则留空: 1976,石嘴山市 > 平罗县,6,,5,5,5,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,8,8,8
395,2018/3/18 19:20,中卫市 > 中宁县,3,3,2,,2,2,,初中,务农,"10,000~20,000元",尚无,尚无,尚无,固定电话; 移动电话; 互联网,尚无,尚无,自行车,自行车; 摩托车,有,洪灾,2次 > 请分别填写受灾年份，记不清则留空: 1987 2008,,中卫市 > 中宁县,,5,,,5,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,1
394,2018/3/18 19:19,石嘴山市 > 平罗县,1,1,,,,2,,,务农,"10,000~20,000元",尚无,尚无,尚无,移动电话; 互联网,尚无,尚无,尚无,摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
393,2018/3/18 19:17,中卫市 > 中宁县,1,1,,,1,1,,小学,务农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,自行车,摩托车,有,涝灾; 洪灾,1次 > 请填写受灾年份，记不清则留空: 2012,1次 > 请填写受灾年份，记不清则留空: 2012,中卫市 > 中宁县,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,有所耳闻; 亲身经历; 周遭经历,5,5,5
392,2018/3/18 19:13,石嘴山市 > 平罗县,1,1,,,,,2,初中,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,自行车,自行车,自行车; 摩托车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,有所耳闻,有所耳闻,10,10,10
391,2018/3/18 19:13,中卫市 > 中宁县,2,1,1,,,2,,小学,务农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,洪灾,2次 > 请分别填写受灾年份，记不清则留空: x 2012,,,,15,,,5,毫无了解,毫无了解,毫无了解,毫无了解,亲身经历,5,10,10
390,2018/3/18 19:11,石嘴山市 > 平罗县,1,1,,,,,2,初中,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,自行车,自行车,摩托车; 自行车,无,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
389,2018/3/18 19:06,中卫市 > 中宁县,3,2,2,,2,1,,初中,务农,"5,000~10,000元",尚无,尚无,尚无,移动电话,尚无,自行车,自行车,汽车,有,洪灾,1次 > 请填写受灾年份，记不清则留空: 2012,,中卫市 > 中宁县,0,35,,,5,毫无了解,毫无了解,有所耳闻,有所耳闻,亲身经历,10,10,10
388,2018/3/18 19:00,中卫市 > 中宁县,2,2,,2,2,,,本科及以上,务农,"20,000~50,000元",尚无,尚无,尚无,移动电话,尚无,尚无,尚无,摩托车,有,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
387,2018/3/18 18:55,中卫市 > 中宁县,1,1,,,,,2,初中,务农,"5,000~10,000元",尚无,尚无,固定电话,移动电话,尚无,自行车,自行车,尚无,,尚无,,,,,,,,,毫无了解,毫无了解,毫无了解,毫无了解,毫无了解,10,10,10
